연번,지형지물부호,행정읍면동,법정읍면동,설치일자,소화전형식,주소,경도,위도,데이터기준일자
997,소화전,와동,와동,1993-01-01,,경기도 안산시 단원구 와동 854-7(831-2 인근),126.8203361,37.3316708,2026-01-12
998,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 532-1(520-10 인근),126.7563171,37.3080112,2026-01-12
999,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 533(524-7 인근),126.7563171,37.3080112,2026-01-12
1000,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 533(523-5 인근),126.7563171,37.3080112,2026-01-12
1001,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 534(839 인근),126.7563171,37.3080112,2026-01-12
1002,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 529-2(517-5 인근),126.7563171,37.3080112,2026-01-12
1003,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 530(513-9 인근),126.7563171,37.3080112,2026-01-12
1004,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 530(514-3 인근),126.7563171,37.3080112,2026-01-12
1005,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 530-1(513-6 인근),126.7563171,37.3080112,2026-01-12
1006,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 530-1(514-5 인근),126.7563171,37.3080112,2026-01-12
1007,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 530(517-13 인근),126.7563171,37.3080112,2026-01-12
1008,소화전,와동,와동,,,경기도 안산시 단원구 와동 268(120 인근),126.8281741,37.3406692,2026-01-12
1009,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 529-1(516-1 인근),126.7563171,37.3080112,2026-01-12
1010,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 835(793 인근),126.7596349,37.2989994,2026-01-12
1011,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 834(793 인근),126.7569041,37.3011333,2026-01-12
1012,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 835(793-3 인근),126.7596349,37.2989994,2026-01-12
1013,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 835(794-3 인근),126.7596349,37.2989994,2026-01-12
1014,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 835-1(794 인근),126.7619132,37.2996901,2026-01-12
1015,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 835-1(794-2 인근),126.7619132,37.2996901,2026-01-12
1016,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 528(794-2 인근),126.7563171,37.3080112,2026-01-12
1017,소화전,초지동,성곡동,2014-01-01,미분류,경기도 안산시 단원구 성곡동 530(522 인근),126.7563171,37.3080112,2026-01-12
1018,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 531-1(523-3 인근),126.7563171,37.3080112,2026-01-12
1019,소화전,와동,와동,2002-01-01,,경기도 안산시 단원구 와동 871(119-1 인근),126.8232251,37.3475672,2026-01-12
1020,소화전,초지동,성곡동,2014-01-01,미분류,경기도 안산시 단원구 성곡동 533(523-7 인근),126.7563171,37.3080112,2026-01-12
1021,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 531(522 인근),126.7563171,37.3080112,2026-01-12
1022,소화전,초지동,성곡동,2014-01-01,미분류,경기도 안산시 단원구 성곡동 831(805 인근),126.7396153,37.3050413,2026-01-12
1023,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 831(805 인근),126.7396153,37.3050413,2026-01-12
1024,소화전,초지동,성곡동,2014-01-01,미분류,경기도 안산시 단원구 성곡동 831(802-4 인근),126.7396153,37.3050413,2026-01-12
1025,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 832-1(803-2 인근),126.7425824,37.3050097,2026-01-12
1026,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 832(802 인근),126.7412599,37.3058517,2026-01-12
1027,소화전,초지동,성곡동,2014-01-01,미분류,경기도 안산시 단원구 성곡동 804(765-9 인근),126.738087,37.3073947,2026-01-12
1028,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 830(805 인근),126.7341535,37.3078663,2026-01-12
1029,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 831(805 인근),126.7396153,37.3050413,2026-01-12
1030,소화전,와동,와동,,,경기도 안산시 단원구 와동 875(760-6 인근),126.8226669,37.3413894,2026-01-12
1031,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 831(805 인근),126.7396153,37.3050413,2026-01-12
1032,소화전,초지동,성곡동,2014-01-01,미분류,경기도 안산시 단원구 성곡동 830(765-11 인근),126.7341535,37.3078663,2026-01-12
1033,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 804(803 인근),126.738087,37.3073947,2026-01-12
1034,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 804(765-2 인근),126.738087,37.3073947,2026-01-12
1035,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 804(765-5 인근),126.738087,37.3073947,2026-01-12
1036,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 801(725-1 인근),126.744366,37.3056054,2026-01-12
1037,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 801(725 인근),126.744366,37.3056054,2026-01-12
1038,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 801(766-1 인근),126.744366,37.3056054,2026-01-12
1039,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 831(802-8 인근),126.7396153,37.3050413,2026-01-12
1040,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 829(808-7 인근),126.7274166,37.3086861,2026-01-12
1041,소화전,와동,와동,,,경기도 안산시 단원구 와동 878(814 인근),126.8181166,37.3408124,2026-01-12
1042,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 828-1(811-1 인근),126.7267198,37.3112106,2026-01-12
1043,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 829(813-6 인근),126.7274166,37.3086861,2026-01-12
1044,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 828-3(809-3 인근),126.729088,37.3092447,2026-01-12
1045,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 828(813-2 인근),126.7276472,37.3104006,2026-01-12
1046,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 818-1 인근,126.7229022,37.3101512,2026-01-12
1047,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 828-3(809 인근),126.729088,37.3092447,2026-01-12
1048,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 829(808-6 인근),126.7274166,37.3086861,2026-01-12
1049,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 784-2(779-14 인근),126.733307,37.3092449,2026-01-12
1050,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 784-5(779-8 인근),126.7278973,37.3122955,2026-01-12
1051,소화전,초지동,성곡동,2014-01-01,미분류,경기도 안산시 단원구 성곡동 829(809-6 인근),126.7274166,37.3086861,2026-01-12
1052,소화전,이동,이동,1998-01-01,지상쌍구,경기도 안산시 상록구 이동 737(717-5 인근),126.8496623,37.3065676,2026-01-12
1053,소화전,와동,와동,,,경기도 안산시 단원구 와동 863(764-23 인근),126.8210925,37.3460863,2026-01-12
1054,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 784(778-1 인근),126.7274195,37.3125336,2026-01-12
1055,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 784(778-4 인근),126.7274195,37.3125336,2026-01-12
1056,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 784-5(779-5 인근),126.7278973,37.3122955,2026-01-12
1057,소화전,초지동,성곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 성곡동 829(809-5 인근),126.7274166,37.3086861,2026-01-12
1058,소화전,중앙동,고잔동,2015-12-12,지상쌍구,경기도 안산시 단원구 고잔동 530-2 자체소화전 불탐,126.8330112,37.3183347,2026-01-12
1059,소화전,초지동,원시동,2014-01-01,지상쌍구,경기도 안산시 단원구 원시동 803(730 인근),126.7889843,37.3101792,2026-01-12
1060,소화전,초지동,원시동,2014-01-01,지상쌍구,경기도 안산시 단원구 원시동 803(730-1 인근),126.7889843,37.3101792,2026-01-12
1061,소화전,초지동,원시동,2000-01-01,지상쌍구,경기도 안산시 단원구 원시동 824 자체소화전,126.7778336,37.2972605,2026-01-12
1062,소화전,와동,와동,2016-01-21,지상쌍구,경기도 안산시 단원구 와동 718-14(711-8 인근),126.8303989,37.3362039,2026-01-12
1063,소화전,와동,와동,1993-01-01,지상쌍구,경기도 안산시 단원구 와동 718(713-8 인근),126.8290908,37.3354161,2026-01-12
1064,소화전,와동,와동,,,경기도 안산시 단원구 와동 877(753-9 인근),126.8203814,37.3388797,2026-01-12
1065,소화전,와동,와동,1993-01-01,지상쌍구,경기도 안산시 단원구 와동 718(697-7 인근),126.8290908,37.3354161,2026-01-12
1066,소화전,와동,와동,1985-01-01,지하단구,경기도 안산시 단원구 와동 855(735-3 인근),126.8212904,37.3334284,2026-01-12
1067,소화전,와동,와동,2007-01-01,지상쌍구,경기도 안산시 단원구 와동 855-2(730-1 인근),126.8236008,37.3350553,2026-01-12
1068,소화전,와동,와동,2007-01-01,지상쌍구,경기도 안산시 단원구 와동 산58-14(738-1 건너),126.8239433,37.3355272,2026-01-12
1069,소화전,와동,와동,1992-01-01,지상쌍구,경기도 안산시 단원구 와동 874-1(766 건너),126.822417,37.3422159,2026-01-12
1070,소화전,와동,와동,1992-01-01,지상쌍구,경기도 안산시 단원구 와동 867(799-12 인근),126.8200749,37.3447606,2026-01-12
1071,소화전,와동,와동,2016-01-27,지상쌍구,경기도 안산시 단원구 와동 863(788 인근),126.8210925,37.3460863,2026-01-12
1072,소화전,와동,와동,2016-01-27,지하단구,경기도 안산시 단원구 와동 791공,126.8196557,37.3470271,2026-01-12
1073,소화전,와동,와동,,,경기도 안산시 단원구 와동 877(753 인근),126.8203814,37.3388797,2026-01-12
1074,소화전,선부3동,선부동,2016-01-27,지하단구,경기도 안산시 단원구 선부동 1158-15(1087-11 건너),126.814512,37.3418216,2026-01-12
1075,소화전,중앙동,고잔동,1983-01-01,,경기도 안산시 단원구 고잔동 536-2,126.8345066,37.3179349,2026-01-12
1076,소화전,고잔동,고잔동,1993-01-01,지상쌍구,경기도 안산시 단원구 고잔동 508(622-13 인근 보호틀),126.8291969,37.3314885,2026-01-12
1077,소화전,고잔동,고잔동,1993-01-01,지하단구,경기도 안산시 단원구 고잔동 592(577 인근),126.8255887,37.3233432,2026-01-12
1078,소화전,중앙동,고잔동,1999-01-01,지상쌍구,경기도 안산시 단원구 고잔동 643-24(642-5 인근 보호틀),126.8395636,37.3309689,2026-01-12
1079,소화전,중앙동,고잔동,1984-01-01,지상쌍구,경기도 안산시 단원구 고잔동 643-21(645 인근),126.8399946,37.3300901,2026-01-12
1080,소화전,고잔동,고잔동,2016-02-12,지상쌍구,"경기도 안산시 단원구 고잔동 630-7(606-3, 경비실 산쪽 인근 보호틀)",126.8269123,37.328195,2026-01-12
1081,소화전,반월동,건건동,2005-01-01,지상쌍구,경기도 안산시 상록구 건건동 895-10(902-9 인근 보호틀),126.9024773,37.302654,2026-01-12
1082,소화전,반월동,건건동,2005-01-01,지상쌍구,경기도 안산시 상록구 건건동 902-4(908-2 인근 보호틀),126.9047002,37.3033774,2026-01-12
1083,소화전,와동,와동,,,경기도 안산시 단원구 와동 880(1086 인근),126.8174781,37.3405087,2026-01-12
1084,소화전,반월동,건건동,2003-01-01,지상쌍구,경기도 안산시 상록구 건건동 851-1(883-5 인근 보호틀),126.906294,37.30159,2026-01-12
1085,소화전,반월동,건건동,2004-01-01,지상쌍구,경기도 안산시 상록구 건건동 619 보호틀,126.9045649,37.3072598,2026-01-12
1086,소화전,호수동,고잔동,2001-01-01,지상쌍구,경기도 안산시 단원구 고잔동 805(707 인근 보호틀),126.8272277,37.3100778,2026-01-12
1087,소화전,호수동,고잔동,2001-01-01,지상쌍구,경기도 안산시 단원구 고잔동 804(704 인근 보호틀),126.8273812,37.313999,2026-01-12
1088,소화전,고잔동,고잔동,1990-01-01,지상쌍구,경기도 안산시 단원구 고잔동 817 보호틀,126.8225074,37.3197985,2026-01-12
1089,소화전,호수동,고잔동,2004-01-01,지상쌍구,경기도 안산시 단원구 고잔동 824(724-4 인근 보호틀),126.8330153,37.3136943,2026-01-12
1090,소화전,반월동,건건동,2004-01-01,지상쌍구,경기도 안산시 상록구 건건동 635-10(636-6 오거리 인근 보호틀),126.901392,37.304374,2026-01-12
1091,소화전,중앙동,고잔동,2014-01-01,지상쌍구,경기도 안산시 단원구 고잔동 529-1 보호틀,126.8321202,37.3190467,2026-01-12
1092,소화전,초지동,목내동,1983-01-01,지상쌍구,경기도 안산시 단원구 목내동 478(477-2 인근 보호틀),126.7791086,37.3167636,2026-01-12
1093,소화전,본오1동,본오동,1990-01-01,지하단구,경기도 안산시 상록구 본오동 1001(924 인근),126.8620782,37.2903423,2026-01-12
1094,소화전,와동,와동,1900-01-01,,경기도 안산시 단원구 와동 692(684-7 인근),126.8275565,37.3310308,2026-01-12
1095,소화전,초지동,성곡동,2008-01-01,지상쌍구,경기도 안산시 단원구 성곡동 693(659-2 인근 보호틀),126.7427927,37.3269256,2026-01-12
1096,소화전,초지동,성곡동,2008-01-01,지상쌍구,경기도 안산시 단원구 성곡동 693-10(666 인근 보호틀),126.7461085,37.3154724,2026-01-12
1097,소화전,초지동,성곡동,1992-01-01,지상쌍구,경기도 안산시 단원구 성곡동 691-3(679-2 사거리 인근 보호틀),126.7519872,37.3058572,2026-01-12
1098,소화전,초지동,성곡동,1992-01-01,지상쌍구,경기도 안산시 단원구 성곡동 691-3(682-4 모서리 인근 보호틀),126.7519872,37.3058572,2026-01-12
1099,소화전,반월동,사사동,2005-06-01,지상쌍구,경기도 안산시 상록구 사사동 119-71(119-20 삼거리 인근 보호틀),126.9292735,37.2989978,2026-01-12
1100,소화전,반월동,사사동,2005-06-01,지상쌍구,경기도 안산시 상록구 사사동 119-37 (인근 보호틀),126.9311724,37.2971228,2026-01-12
1101,소화전,반월동,사사동,2005-06-01,지상쌍구,경기도 안산시 상록구 사사동 119-24 (인근 틀 미설치),126.9287611,37.2985427,2026-01-12
1102,소화전,반월동,사사동,2005-06-01,지상쌍구,경기도 안산시 상록구 사사동 119-40 (인근 보호틀),126.9297055,37.2971636,2026-01-12
1103,소화전,반월동,사사동,2001-06-01,지상쌍구,경기도 안산시 상록구 사사동 436-24(439-3 인근),126.918169,37.2970316,2026-01-12
1104,소화전,와동,와동,1900-01-01,,경기도 안산시 단원구 와동 688(679-6 인근),126.8281388,37.3320457,2026-01-12
1105,소화전,본오1동,팔곡이동,1998-01-01,지상쌍구,경기도 안산시 상록구 팔곡이동 402-1(402 인근 보호틀),126.8852357,37.2969513,2026-01-12
1106,소화전,본오1동,팔곡이동,1984-01-01,지상쌍구,경기도 안산시 상록구 팔곡이동 171-13(410-8 인근),126.8858042,37.2943526,2026-01-12
1107,소화전,본오1동,팔곡이동,1998-01-01,지상쌍구,경기도 안산시 상록구 팔곡이동 410-13(430 인근 보호틀),126.8842446,37.2945631,2026-01-12
1108,소화전,본오1동,팔곡이동,2004-01-01,지상쌍구,경기도 안산시 상록구 팔곡이동 71-2(75-13 인근),126.8860939,37.2869395,2026-01-12
1109,소화전,사동,사동,2003-01-01,지상쌍구,경기도 안산시 상록구 사동 1436-1(1310-8 인근 보호틀),126.8500016,37.2953977,2026-01-12
